feature_name,X,Y,Z,coord,val,gx,gy,gz
fault_3,191584.92,7780913.93,-10166,1,,-0.46,-0.01,0.89
fault_3,191244.45,7777656.64,-10166.82,0,0,,,
fault_3,192111.43,7782424.53,-10170.82,1,,-0.6,-0.01,0.8
fault_3,192000.33,7782922.45,-10170.82,1,,-0.38,-0.01,0.92
fault_3,191341.55,7779408.88,-10173.22,1,,-0.43,-0.01,0.9
fault_3,191353.94,7778909.02,-10173.22,1,,-0.35,-0.01,0.94
fault_3,192084.05,7783424.19,-10180.43,1,,-0.44,-0.01,0.9
fault_3,191306.58,7777907.9,-10188.97,0,0,,,
fault_3,191430.82,7778410.43,-10188.97,0,0,,,
fault_3,191369.36,7776658.89,-10202.23,0,0,,,
fault_3,191249.56,7776906.6,-10206.67,0,0,,,
fault_3,191441.27,7776410.25,-10219.96,0,0,,,
fault_3,191287.64,7777407.44,-10219.96,0,0,,,
fault_3,191606.01,7781164.39,-10223.68,0,0,,,
fault_3,191464.54,7780161.43,-10223.7,1,,-0.31,-0.01,0.95
fault_3,192180.46,7783676.12,-10228.5,1,,-0.45,-0.01,0.89
fault_3,191521.98,7780412.6,-10247.71,0,0,,,
fault_3,192009.82,7782172.49,-10262.14,1,,-0.49,-0.01,0.87
fault_3,190982.13,7775401.07,-10273.11,0,0,,,
fault_3,191811.81,7781668.52,-10305.41,1,,-0.45,-0.01,0.89
fault_3,191704.71,7781166.33,-10319.82,1,,-0.44,-0.01,0.9
fault_3,191775.15,7781417.75,-10324.62,1,,-0.49,-0.01,0.87
fault_3,191871.56,7781669.69,-10324.64,0,0,,,
fault_3,191501.5,7780662.25,-10327.02,1,,-0.26,-0.01,0.97
fault_3,191741.37,7781417.09,-10329.44,0,0,,,
fault_3,191493.17,7778161.61,-10330.69,0,0,,,
fault_3,192059.18,7782173.46,-10334.24,0,0,,,
fault_3,191364.13,7777658.98,-10343.98,0,0,,,
fault_3,190924.8,7775149.9,-10352.83,0,0,,,
fault_3,191410.79,7778660.09,-10358.27,0,0,,,
fault_3,192080.86,7782924.03,-10358.27,0,0,,,
fault_3,191939.39,7781921.07,-10363.07,0,0,,,
fault_3,191892.63,7781920.15,-10372.7,1,,-0.37,-0.01,0.93
fault_3,191425.27,7779910.61,-10379.89,1,,-0.29,-0.01,0.96
fault_3,191511.29,7780162.34,-10387.1,0,0,,,
fault_3,191154.36,7775654.49,-10392.68,0,0,,,
fault_3,192194.85,7782676.21,-10396.73,0,0,,,
fault_3,191547.96,7780413.11,-10408.75,1,,-0.29,-0.01,0.96
fault_3,191448.05,7779410.96,-10430.36,0,0,,,
fault_3,191410.79,7778660.09,-10432.78,1,,-0.31,-0.01,0.95
fault_3,192273.68,7783427.9,-10464.03,0,0,,,
fault_3,191555.51,7777912.78,-10472.41,0,0,,,
fault_3,191388.72,7776159.18,-10498.99,0,0,,,
fault_3,192072.26,7784424.15,-10521.69,0,0,,,
fault_3,192357.4,7783929.64,-10531.29,0,0,,,
fault_3,191631.89,7778414.37,-10547.72,0,0,,,
fault_3,192464.7,7782431.45,-10646.65,0,0,,,
fault_3,191541.87,7779662.85,-10646.65,0,0,,,
fault_3,192393.47,7783680.3,-10646.65,0,0,,,
fault_3,192200.65,7783176.42,-10680.31,0,0,,,
fault_3,191583.73,7779913.72,-10685.11,0,0,,,
fault_3,192346.41,7783429.33,-10713.94,0,0,,,
fault_3,192226.32,7782926.88,-10713.94,0,0,,,
fault_3,191624.39,7779164.37,-10737.97,0,0,,,
fault_3,191703.82,7780416.16,-10762.01,0,0,,,
fault_3,191646.96,7780665.1,-10766.83,0,0,,,
fault_3,192308.55,7782178.35,-10790.87,0,0,,,
fault_3,192037.5,7781422.89,-10795.67,0,0,,,
fault_3,191592.92,7778913.7,-10805.27,0,0,,,
fault_3,191922.61,7780920.55,-10810.07,0,0,,,
fault_3,191588.63,7779663.76,-10824.5,0,0,,,
fault_3,192084.56,7781673.86,-10843.73,0,0,,,
fault_3,191682.73,7780165.7,-10886.99,0,0,,,
fault_3,191980.05,7781171.72,-10886.99,0,0,,,
fault_3,191697.42,7779415.85,-10915.82,0,0,,,
fault_3,192147.2,7781925.14,-11002.35,0,0,,,
fault_3,191693.72,7780666.01,-11045.58,0,0,,,
fault_3,191760.96,7780417.28,-11122.51,0,0,,,
fault_3,191677.24,7779915.55,-11209,0,0,,,
fault_3,191691.33,7778665.58,-11305.16,0,0,,,
fault_4,192780.39,7774936.2,-9455.31,0,0,,,
fault_4,192769.73,7774685.94,-9487.7,0,0,,,
fault_4,192691.81,7775684.61,-9512.89,0,0,,,
fault_4,192724.07,7774435,-9548.89,0,0,,,
fault_4,192813.38,7775436.94,-9552.47,0,0,,,
fault_4,192724.94,7775185.16,-9595.64,0,0,,,
fault_4,192567.89,7775932.23,-9633.16,0,0,,,
fault_4,192427.78,7776179.53,-9656.83,0,0,,,
fault_4,192535.37,7774931.4,-9753.99,0,0,,,
fault_4,192551.94,7774681.68,-9825.94,0,0,,,
fault_4,192404.01,7775678.97,-9887.1,0,0,,,
fault_4,192576.28,7774432.11,-9897.9,0,0,,,
fault_4,192241.4,7776175.88,-9913.8,0,0,,,
fault_4,192411.78,7775679.12,-9917.7,1,,0.57,0.01,0.82
fault_4,192334,7775927.65,-9937.47,0,0,,,
fault_4,192460.47,7775179.98,-9955.48,0,0,,,
fault_4,192423.59,7774679.16,-9957.27,1,,0.59,0.01,0.8
fault_4,192440.01,7775429.63,-9984.26,0,0,,,
fault_4,192299.28,7775926.97,-10020.3,1,,0.57,0.01,0.82
fault_4,192475.16,7774430.12,-10043.64,1,,0.45,0.01,0.89
fault_4,192190.23,7776174.88,-10096.38,1,,0.48,0.01,0.88
fault_4,192441.96,7775429.67,-10126.39,1,,0.54,0.01,0.84
fault_4,192390.46,7775178.61,-10138.99,0,,-1,0,0
fault_4,192390.46,7775178.61,-10138.99,1,,0.52,0.01,0.85
fault_4,192197.87,7775674.93,-10156.97,0,0,,,
fault_4,192146.38,7776174.02,-10160.61,0,0,,,
fault_4,192271.91,7774676.19,-10167.77,0,0,,,
fault_4,192350.63,7774927.78,-10221.74,1,,0.49,0.01,0.87
fault_4,192140.31,7775923.85,-10235,0,0,,,
fault_4,192220.34,7774925.23,-10236.14,0,0,,,
fault_4,192266,7775176.17,-10239.75,0,0,,,
fault_4,192131.75,7775673.64,-10322.5,0,0,,,
fault_4,192030.68,7775921.7,-10407.44,0,0,,,
fault_4,192077.44,7774672.38,-10426.84,0,0,,,
fault_4,191952.69,7776170.23,-10535.93,0,0,,,
fault_4,192226.24,7774425.25,-10538.4,0,0,,,
fault_4,192088.1,7774922.64,-10570.78,0,0,,,
fault_4,192055.98,7775172.06,-10682.33,0,0,,,
fault_4,192070.54,7775422.39,-10700.32,0,0,,,
fault_4,191920.87,7774919.36,-10988.17,0,0,,,
fault_5,191810.63,7776917.59,-9655.83,0,0,,,
fault_5,191780.17,7776666.94,-9672.21,0,0,,,
fault_5,191746.72,7775666.09,-9682,0,0,,,
fault_5,191636.57,7776414.08,-9685.28,0,0,,,
fault_5,191836.47,7775417.8,-9717.99,0,,1,0,0
fault_5,191836.47,7775417.8,-9717.99,0,0,,,
fault_5,191738.01,7774665.73,-9734.34,0,0,,,
fault_5,191708.37,7774915.2,-9783.43,0,0,,,
fault_5,191866.79,7776668.64,-9822.68,1,,-0.5,-0.01,0.87
fault_5,191918.47,7776919.7,-9829.2,1,,-0.53,-0.01,0.85
fault_5,191820.42,7776417.68,-9917.53,1,,-0.62,-0.01,0.78
fault_5,191937.65,7775669.83,-9940.44,0,0,,,
fault_5,191802.74,7776417.34,-9943.71,0,0,,,
fault_5,191953.42,7776670.34,-9973.16,0,0,,,
fault_5,191930.57,7775669.7,-9996.04,1,,-0.51,-0.01,0.86
fault_5,191819.34,7774667.33,-9999.32,0,0,,,
fault_5,192026.3,7776921.81,-10002.57,0,0,,,
fault_5,191874.55,7774918.45,-10077.83,0,0,,,
fault_5,191999.11,7775420.99,-10087.62,0,0,,,
fault_5,191854.69,7774668.02,-10090.9,1,,-0.31,-0.01,0.95
fault_5,191970.83,7775420.44,-10130.15,1,,-0.31,-0.01,0.95
fault_5,191897.53,7774918.91,-10141.61,1,,-0.47,-0.01,0.88
fault_5,192004.28,7776421.28,-10149.78,0,0,,,
fault_5,192114.43,7775673.3,-10310.07,0,0,,,
fault_5,192030.12,7774921.5,-10326.41,0,0,,,
fault_5,191971.37,7774670.3,-10447.46,0,0,,,
fault_5,192086.69,7774922.61,-10499.8,0,0,,,
fault_5,192105.19,7775423.07,-10542.31,0,0,,,
fault_6,196339.29,7780256.92,-8674.32,0,0,,,
fault_6,196119.69,7779002.38,-8743.33,0,0,,,
fault_6,195728.34,7788496.53,-8804.69,0,0,,,
fault_6,195794.9,7788247.79,-8807.05,0,0,,,
fault_6,195677.17,7788745.58,-8817.4,0,0,,,
fault_6,195980.81,7787001.19,-8824.28,0,0,,,
fault_6,195877.53,7786249.02,-8824.28,0,0,,,
fault_6,195909.89,7786499.71,-8824.28,0,0,,,
fault_6,195874.3,7787999.3,-8824.28,0,0,,,
fault_6,195897.82,7787749.71,-8824.28,0,0,,,
fault_6,195982.12,7787251.27,-8830.02,0,0,,,
fault_6,195936.03,7786750.27,-8830.02,0,0,,,
fault_6,195876.22,7785998.95,-8830.02,0,0,,,
fault_6,195902.72,7787499.76,-8835.77,0,0,,,
fault_6,195943.2,7785750.22,-8858.74,0,0,,,
fault_6,195966.73,7785500.63,-8864.49,0,0,,,
fault_6,195915.65,7787249.96,-8891.02,0,0,,,
fault_6,195920.54,7787000.01,-8891.02,0,0,,,
fault_6,195739.76,7788246.71,-8891.02,0,0,,,
fault_6,195812.42,7786247.75,-8891.02,0,0,,,
fault_6,196480.59,7782510.12,-8901.48,0,0,,,
fault_6,196372.95,7784758.44,-8904.03,0,0,,,
fault_6,196416.27,7784509.24,-8905.97,0,0,,,
fault_6,196455.37,7784259.96,-8913.88,0,0,,,
fault_6,196605.63,7784012.86,-8921.79,0,0,,,
fault_6,196453.6,7781509.4,-8922.82,0,0,,,
fault_6,195830.16,7778746.66,-8925.98,0,0,,,
fault_6,196444.87,7782009.32,-8927.06,0,0,,,
fault_6,196463.39,7782259.73,-8928.73,0,0,,,
fault_6,195858.45,7786748.75,-8932.34,0,0,,,
fault_6,196074.11,7779751.63,-8943.24,0,0,,,
fault_6,196347.71,7781257.28,-8948.27,0,0,,,
fault_6,195911.28,7779248.34,-8948.9,0,0,,,
fault_6,196222.82,7785005.55,-8950.73,0,0,,,
fault_6,196596.14,7783262.53,-8960.48,0,0,,,
fault_6,195762.87,7786496.83,-8963.33,0,0,,,
fault_6,196166.12,7780503.58,-8963.42,0,0,,,
fault_6,196390.36,7781758.21,-8963.72,0,0,,,
fault_6,195981.15,7785250.86,-8965.94,0,0,,,
fault_6,196077.07,7780001.74,-8979.59,0,0,,,
fault_6,195760.65,7785996.69,-8985.84,0,0,,,
fault_6,196177.57,7780753.85,-8986.12,0,0,,,
fault_6,195920.04,7779498.56,-8986.17,0,0,,,
fault_6,196482.26,7783760.39,-9000.91,0,0,,,
fault_6,196440.86,7783009.44,-9004.04,0,0,,,
fault_6,196148.15,7781003.32,-9023.94,0,0,,,
fault_6,195674.82,7778493.57,-9024.11,0,0,,,
fault_6,195709.79,7787495.98,-9025.3,0,0,,,
fault_6,195682.56,7787745.49,-9025.3,0,0,,,
fault_6,195220.22,7776984.38,-9025.66,0,0,,,
fault_6,195356.84,7777487.15,-9029.05,0,0,,,
fault_6,195654.92,7778243.13,-9031.74,0,0,,,
fault_6,196426.59,7782759.11,-9037.76,0,0,,,
fault_6,194514.12,7775720.31,-9041.98,0,0,,,
fault_6,195624.24,7787994.4,-9050.58,0,0,,,
fault_6,196491.68,7783510.53,-9056.41,0,0,,,
fault_6,194503.76,7775470.05,-9079.58,0,0,,,
fault_6,195725.76,7785745.96,-9087.99,0,0,,,
fault_6,194447.67,7775218.91,-9088.99,0,0,,,
fault_6,191182.81,7770904.14,-9094.76,0,0,,,
fault_6,191265.64,7771155.81,-9110.99,0,0,,,
fault_6,192139.45,7772923.26,-9115.71,0,0,,,
fault_6,195254.51,7777235.1,-9116.29,0,0,,,
fault_6,191927.86,7772419.02,-9121.4,0,0,,,
fault_6,192039.8,7772671.26,-9121.4,0,0,,,
fault_6,195503.09,7788242.07,-9134.47,0,0,,,
fault_6,194478.73,7775969.66,-9136.02,0,0,,,
fault_6,191828.21,7772167.02,-9138.46,0,0,,,
fault_6,191041.49,7770651.32,-9143.46,0,0,,,
fault_6,195373.68,7788739.63,-9154.89,0,0,,,
fault_6,191722.4,7771914.9,-9155.53,0,0,,,
fault_6,192146.86,7773173.45,-9172.6,0,0,,,
fault_6,195393.65,7788489.98,-9190.88,0,0,,,
fault_6,191378.48,7771408.07,-9191.77,0,0,,,
fault_6,195337.62,7777986.87,-9199.9,0,0,,,
fault_6,195593.19,7778992.07,-9213.06,0,,-0.86,0,0.5
fault_6,195593.19,7778992.07,-9213.06,0,0,,,
fault_6,192598.3,7773682.39,-9218.11,0,0,,,
fault_6,195930.76,7780248.92,-9219.44,0,0,,,
fault_6,195277.27,7777735.64,-9223.74,0,0,,,
fault_6,195641.43,7786994.54,-9252.54,0,0,,,
fault_6,196079.5,7784752.69,-9300.27,0,0,,,
